system:index,Meann
A20000606_0800,"{temperature=11.184920341276218, total_precipitation=0.01753713449485049, pressure=74933.38716735238, wind_u=2.6608004528260216, wind_v=0.5503155976475139, longwave_radiation=254.36828616395624, convective_fraction=0.24215831515586614, potential_energy=243.65645393047473, potential_evaporation=0.01754009995306072, shortwave_radiation=0.0}"
A20000606_0900,"{temperature=10.573026609784455, total_precipitation=0.023181152497445952, pressure=74959.91708507059, wind_u=2.135790650799351, wind_v=0.3774081232570344, longwave_radiation=244.9321230361433, convective_fraction=0.5143141535742888, potential_energy=133.17302438081566, potential_evaporation=0.01754009995306072, shortwave_radiation=0.0}"
A20000606_1000,"{temperature=10.035493552751497, total_precipitation=0.0, pressure=74936.0448711931, wind_u=1.9802322113924404, wind_v=0.6778899411878403, longwave_radiation=244.93418201397145, convective_fraction=0.1011522765552089, potential_energy=90.48692934257392, potential_evaporation=0.0022101416461882562, shortwave_radiation=0.0}"
A20000606_1100,"{temperature=9.497149404975591, total_precipitation=0.03289469586105974, pressure=74912.14260236909, wind_u=1.8242665046801236, wind_v=0.9788508159151781, longwave_radiation=244.93609796504418, convective_fraction=0.3825453488693156, potential_energy=47.803271170997064, potential_evaporation=0.0022101416461882562, shortwave_radiation=0.0}"
A20000606_1200,"{temperature=8.959928486622326, total_precipitation=0.02463083082530304, pressure=74888.27365960738, wind_u=1.6682052627219273, wind_v=1.2789968799182712, longwave_radiation=244.73642460722874, convective_fraction=0.38056465195902495, potential_energy=5.112053234668804, potential_evaporation=0.0022101416461882562, shortwave_radiation=39.3033322472872}"
A20000606_1300,"{temperature=10.563142723030643, total_precipitation=0.010091564734793055, pressure=74847.26854791954, wind_u=1.191400999530608, wind_v=1.720468288372865, longwave_radiation=244.73049092967395, convective_fraction=0.015788052571996586, potential_energy=14.857957754645618, potential_evaporation=0.15183489797608862, shortwave_radiation=177.67811709970456}"
A20000606_1400,"{temperature=12.166489217770684, total_precipitation=0.011436557417787232, pressure=74806.2627937156, wind_u=0.7137302924041198, wind_v=2.1614542894220956, longwave_radiation=244.72468150316178, convective_fraction=0.0027335229312201465, potential_energy=24.601261065245616, potential_evaporation=0.15183489797608862, shortwave_radiation=319.1682446917194}"
A20000606_1500,"{temperature=13.769879745052425, total_precipitation=0.009501725708921228, pressure=74765.29731369246, wind_u=0.2371847474942708, wind_v=2.60254466134688, longwave_radiation=278.66301874810176, convective_fraction=0.0, potential_energy=34.34542319905018, potential_evaporation=0.15183489797608862, shortwave_radiation=469.8138985559268}"
A20000606_1600,"{temperature=15.166351989397274, total_precipitation=0.0022014799679708433, pressure=74795.88419720026, wind_u=2.189525084904882, wind_v=2.8538741474997966, longwave_radiation=278.6594657205181, convective_fraction=0.050708849435348057, potential_energy=54.533439213628974, potential_evaporation=0.583839277135047, shortwave_radiation=622.3477150785544}"
A20000606_1700,"{temperature=16.563053262280174, total_precipitation=9.807548941105011E-6, pressure=74826.47985338382, wind_u=4.142942540795761, wind_v=3.104848275671646, longwave_radiation=278.65519038020835, convective_fraction=0.0693535494381092, potential_energy=74.71762763343189, potential_evaporation=0.583839277135047, shortwave_radiation=762.5044298809948}"
A20000606_1800,"{temperature=17.96026243826279, total_precipitation=0.0012718557583455286, pressure=74857.11024518876, wind_u=6.096801778170476, wind_v=3.356335146478175, longwave_radiation=289.13904050583983, convective_fraction=0.04366795703675071, potential_energy=94.90163227213743, potential_evaporation=0.583839277135047, shortwave_radiation=819.5628281746147}"
A20000606_1900,"{temperature=18.34043128917363, total_precipitation=5.322583317226719E-4, pressure=74835.0895112793, wind_u=6.283001352955799, wind_v=3.5327216500538436, longwave_radiation=289.1378151144493, convective_fraction=0.0, potential_energy=94.75335273490347, potential_evaporation=0.8871444767870313, shortwave_radiation=832.1300566032528}"
A20000606_2000,"{temperature=18.720957967986415, total_precipitation=0.0024051688433608534, pressure=74813.05828837291, wind_u=6.4691040119281045, wind_v=3.7095739569815307, longwave_radiation=289.136840710164, convective_fraction=0.0, potential_energy=94.6030516055996, potential_evaporation=0.8871444767870313, shortwave_radiation=804.3036260871968}"
A20000606_2100,"{temperature=19.102275726868612, total_precipitation=9.659662589391727E-4, pressure=74791.05653726157, wind_u=6.65564072120828, wind_v=3.885638236187427, longwave_radiation=289.6861125990556, convective_fraction=0.0, potential_energy=94.45398393019856, potential_evaporation=0.8871444767870313, shortwave_radiation=765.5818669133283}"
A20000606_2200,"{temperature=19.04284921445733, total_precipitation=2.9930695529723625E-5, pressure=74821.72391749735, wind_u=6.189598531076565, wind_v=3.1893318055057014, longwave_radiation=289.6860051909324, convective_fraction=0.0, potential_energy=94.77141806334043, potential_evaporation=0.7372569290664607, shortwave_radiation=672.8954048927299}"
A20000606_2300,"{temperature=18.984161581577744, total_precipitation=7.040892398597347E-6, pressure=74852.31840572106, wind_u=5.722943093022616, wind_v=2.493599690752961, longwave_radiation=289.6856926305326, convective_fraction=0.0, potential_energy=95.09072358284786, potential_evaporation=0.7372569290664607, shortwave_radiation=550.6415842007898}"
A20000607_0000,"{temperature=18.9261689261949, total_precipitation=3.2643786067316463E-4, pressure=74883.00499461581, wind_u=5.256575089046582, wind_v=1.797594499820527, longwave_radiation=270.3702739045201, convective_fraction=0.0, potential_energy=95.40705326228014, potential_evaporation=0.7372569290664607, shortwave_radiation=403.44331601181756}"
A20000607_0100,"{temperature=16.568220448960467, total_precipitation=0.0016522185713891272, pressure=74919.5141350747, wind_u=4.695664743076455, wind_v=1.8899469862219405, longwave_radiation=270.3777043929645, convective_fraction=0.09411653643316675, potential_energy=85.04132755335897, potential_evaporation=0.12768631857967264, shortwave_radiation=257.03414440732263}"
A20000607_0200,"{temperature=14.209959265719501, total_precipitation=3.8443272496341513E-4, pressure=74956.03800646105, wind_u=4.135653422425933, wind_v=1.981993538945799, longwave_radiation=270.38473617362007, convective_fraction=0.011875169119474286, potential_energy=74.66751901040949, potential_evaporation=0.12768631857967264, shortwave_radiation=122.58859022006249}"
A20000607_0300,"{temperature=11.85200706850377, total_precipitation=0.03397840792997765, pressure=74992.62648314326, wind_u=3.5752768037109655, wind_v=2.073470193555514, longwave_radiation=249.8870952867439, convective_fraction=0.07076203716486734, potential_energy=64.300243532043, potential_evaporation=0.12768631857967264, shortwave_radiation=0.07567297125659221}"
A20000607_0400,"{temperature=11.453483447000059, total_precipitation=0.059961719634425856, pressure=74979.3079200376, wind_u=2.9879785735980353, wind_v=2.0900994008338647, longwave_radiation=249.8887265648729, convective_fraction=0.20266981528011715, potential_energy=63.909074302123315, potential_evaporation=0.014785390838556471, shortwave_radiation=0.0}"
A20000607_0500,"{temperature=11.054709114504263, total_precipitation=7.510285225170502E-6, pressure=74965.97576966618, wind_u=2.4007877516083607, wind_v=2.1069641328657824, longwave_radiation=249.88990197973337, convective_fraction=0.0, potential_energy=63.51546113703515, potential_evaporation=0.014785390838556471, shortwave_radiation=0.0}"
A20000607_0600,"{temperature=10.656112046828866, total_precipitation=0.033976999751497934, pressure=74952.69030676204, wind_u=1.8129878233978536, wind_v=2.1236874948228746, longwave_radiation=244.5553353397577, convective_fraction=0.13972016180246852, potential_energy=63.12373349531988, potential_evaporation=0.014785390838556471, shortwave_radiation=0.0}"
A20000607_0700,"{temperature=10.17098351602841, total_precipitation=0.00132650412789574, pressure=75020.78695612567, wind_u=1.4861297180881916, wind_v=2.4369674462269115, longwave_radiation=244.5566308639589, convective_fraction=0.0, potential_energy=48.193088549576174, potential_evaporation=0.009933591959577003, shortwave_radiation=0.0}"
A20000607_0800,"{temperature=9.686507165143468, total_precipitation=0.0, pressure=75088.86468343597, wind_u=1.1587574895767183, wind_v=2.7502374575475605, longwave_radiation=244.55828064168767, convective_fraction=0.0, potential_energy=33.26437507247979, potential_evaporation=0.009933591959577003, shortwave_radiation=0.0}"
A20000607_0900,"{temperature=9.201505646519623, total_precipitation=0.03212256675042108, pressure=75156.95355551262, wind_u=0.8314095590468571, wind_v=3.063785238976172, longwave_radiation=238.58876549686624, convective_fraction=0.0, potential_energy=18.33481337493442, potential_evaporation=0.009933591959577003, shortwave_radiation=0.0}"
A20000607_1000,"{temperature=8.761606834540787, total_precipitation=2.3234944915371245E-4, pressure=75091.54843995917, wind_u=0.3794585415688766, wind_v=3.1988657260402587, longwave_radiation=238.5901844437696, convective_fraction=0.0, potential_energy=12.224353425187074, potential_evaporation=0.01081074081232571, shortwave_radiation=0.0}"
A20000607_1100,"{temperature=8.321378358229586, total_precipitation=0.0011002567854874786, pressure=75026.12740260098, wind_u=-0.07187536239887342, wind_v=3.3346643841290025, longwave_radiation=238.59142529751236, convective_fraction=0.0, potential_energy=6.110776265289783, potential_evaporation=0.01081074081232571, shortwave_radiation=0.0}"
A20000607_1200,"{temperature=7.881212966286578, total_precipitation=2.3234944915371245E-4, pressure=74960.68095397195, wind_u=-0.5233296518209682, wind_v=3.470169809757849, longwave_radiation=236.81396416047713, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.01081074081232571, shortwave_radiation=40.68606499710082}"
A20000607_1300,"{temperature=10.169950575696525, total_precipitation=1.5572797305132956E-5, pressure=74992.02359030297, wind_u=-0.9145660877488482, wind_v=3.4722061462848948, longwave_radiation=236.80728304387452, convective_fraction=0.0, potential_energy=0.004424883342076927, potential_evaporation=0.11741394925035213, shortwave_radiation=181.4853136096308}"
A20000607_1400,"{temperature=12.459161443521024, total_precipitation=0.005622972637159346, pressure=75023.42364745842, wind_u=-1.305734875887016, wind_v=3.4738724908192293, longwave_radiation=236.80098047878084, convective_fraction=0.0, potential_energy=0.009215561752768041, potential_evaporation=0.11741394925035213, shortwave_radiation=325.4864280586464}"
A20000607_1500,"{temperature=14.748198635999696, total_precipitation=0.02746573156252589, pressure=75054.86696689404, wind_u=-1.6966976834083443, wind_v=3.475263274153022, longwave_radiation=256.49129966590294, convective_fraction=0.0, potential_energy=0.01364044509484497, potential_evaporation=0.11741394925035213, shortwave_radiation=488.4256873843777}"
A20000607_1600,"{temperature=16.37969158130163, total_precipitation=0.008476792666427372, pressure=74953.22561835604, wind_u=-0.8883245437225611, wind_v=4.4857205179887885, longwave_radiation=256.4858574702488, convective_fraction=0.0, potential_energy=26.964058646491992, potential_evaporation=0.48060972747604724, shortwave_radiation=646.8558598448247}"
A20000607_1700,"{temperature=18.011212966286582, total_precipitation=0.0245955159179391, pressure=74851.63172681343, wind_u=-0.08084021315956591, wind_v=5.496464919789052, longwave_radiation=256.47997791092587, convective_fraction=0.0, potential_energy=53.91450688903004, potential_evaporation=0.48060972747604724, shortwave_radiation=792.4643831902146}"
A20000607_1800,"{temperature=19.643183863931334, total_precipitation=5.632713918877878E-6, pressure=74750.05187591467, wind_u=0.7270834138664164, wind_v=6.506183836319961, longwave_radiation=276.7379410221721, convective_fraction=0.0, potential_energy=80.86177960626226, potential_evaporation=0.48060972747604724, shortwave_radiation=870.80437465831}"
A20000607_1900,"{temperature=20.33708464882689, total_precipitation=0.018703205676892074, pressure=74688.01373139689, wind_u=1.8366902283458058, wind_v=7.215940580390426, longwave_radiation=276.7360294889141, convective_fraction=0.0, potential_energy=60.62651064417268, potential_evaporation=1.0039527735593787, shortwave_radiation=884.2053895684347}"
A20000607_2000,"{temperature=21.030728663334937, total_precipitation=0.011906927685893368, pressure=74625.92843995923, wind_u=2.945726040257339, wind_v=7.924722091835329, longwave_radiation=276.73400751028515, convective_fraction=0.0, potential_energy=40.38911229533095, potential_evaporation=1.0039527735593787, shortwave_radiation=854.729163597206}"
A20000607_2100,"{temperature=21.725167738907167, total_precipitation=0.007099395311594005, pressure=74563.89637822019, wind_u=4.0543465775740675, wind_v=8.634396277991003, longwave_radiation=276.7849446392579, convective_fraction=0.0, potential_energy=20.151957809868318, potential_evaporation=1.0039527735593787, shortwave_radiation=786.3268711102523}"
A20000607_2200,"{temperature=21.529761714112198, total_precipitation=0.008077256536985399, pressure=74563.01426125858, wind_u=3.9212168318745357, wind_v=8.250895711958476, longwave_radiation=276.7854543446449, convective_fraction=0.2211457105779054, potential_energy=23.165614379987293, potential_evaporation=0.8405095507634536, shortwave_radiation=691.4031685120246}"
A20000607_2300,"{temperature=21.336454005758714, total_precipitation=0.019900709611508423, pressure=74562.12042825199, wind_u=3.787587873098271, wind_v=7.866700444542623, longwave_radiation=276.7864397934672, convective_fraction=0.27578557859568725, potential_energy=26.17955192313003, potential_evaporation=0.8405095507634536, shortwave_radiation=566.0359390065439}"
A20000608_0000,"{temperature=21.141718936592326, total_precipitation=0.001665803352017009, pressure=74561.25405831513, wind_u=3.653918325648176, wind_v=7.483299831570813, longwave_radiation=262.8925976751253, convective_fraction=0.03665356048264629, potential_energy=29.197000745506244, potential_evaporation=0.8405095507634536, shortwave_radiation=411.1821378910458}"
A20000608_0100,"{temperature=18.648610597233375, total_precipitation=0.005059524532678027, pressure=74577.82131457607, wind_u=3.208291686224703, wind_v=6.355335339757573, longwave_radiation=262.90000773117606, convective_fraction=0.12836236573984602, potential_energy=40.42800850429361, potential_evaporation=0.20455538559240136, shortwave_radiation=262.4571318441616}"
A20000608_0200,"{temperature=16.155312422343112, total_precipitation=0.008242063119529505, pressure=74594.47801999067, wind_u=2.7626733302040485, wind_v=5.226869149846759, longwave_radiation=262.9072151199712, convective_fraction=0.2094452881243616, potential_energy=51.65955700361712, potential_evaporation=0.20455538559240136, shortwave_radiation=125.893152497446}"
A20000608_0300,"{temperature=13.661841952674184, total_precipitation=0.026910384626004372, pressure=74611.10180881909, wind_u=2.3165966258939186, wind_v=4.098664991578541, longwave_radiation=259.47132368777113, convective_fraction=0.26618237015766083, potential_energy=62.89052588563387, potential_evaporation=0.20455538559240136, shortwave_radiation=0.1841661098379215}"
A20000608_0400,"{temperature=12.992489293054744, total_precipitation=0.021774307645580814, pressure=74596.99893199328, wind_u=1.8783355882596575, wind_v=4.150220338515063, longwave_radiation=259.4732531684015, convective_fraction=0.0, potential_energy=61.80369042162523, potential_evaporation=0.04602269100146342, shortwave_radiation=0.0}"
A20000608_0500,"{temperature=12.32321810199632, total_precipitation=7.86647154651131E-5, pressure=74582.85578430019, wind_u=1.4404047822845625, wind_v=4.2011033492558765, longwave_radiation=259.47544633735555, convective_fraction=0.006548957671811582, potential_energy=60.71017522158105, potential_evaporation=0.04602269100146342, shortwave_radiation=0.0}"
A20000608_0600,"{temperature=11.653035314907388, total_precipitation=0.011884153850401749, pressure=74568.71659110369, wind_u=1.002022530855676, wind_v=4.252533892923213, longwave_radiation=245.955957699423, convective_fraction=0.0, potential_energy=59.62152138498498, potential_evaporation=0.04602269100146342, shortwave_radiation=0.0}"
A20000608_0700,"{temperature=11.406902007344645, total_precipitation=0.005059524532678027, pressure=74559.10673495872, wind_u=0.6637579037468596, wind_v=4.467896567910099, longwave_radiation=245.95674020487618, convective_fraction=0.0, potential_energy=66.70581969793199, potential_evaporation=0.03719753154595909, shortwave_radiation=0.0}"
A20000608_0800,"{temperature=11.159403042770002, total_precipitation=0.04562090454758818, pressure=74549.57401579371, wind_u=0.3256224977220644, wind_v=4.68362012314659, longwave_radiation=245.9577190269763, convective_fraction=0.0, potential_energy=73.79412761962622, potential_evaporation=0.03719753154595909, shortwave_radiation=0.0}"
A20000608_0900,"{temperature=10.91198621439002, total_precipitation=0.04177558605074967, pressure=74539.98913107111, wind_u=-0.013415523096888328, wind_v=4.898997708258552, longwave_radiation=252.1525410718723, convective_fraction=0.0, potential_energy=80.88044752464312, potential_evaporation=0.03719753154595909, shortwave_radiation=0.0}"
A20000608_1000,"{temperature=10.688727669326589, total_precipitation=0.03618049534748879, pressure=74499.42411685122, wind_u=0.4693315293922746, wind_v=5.02847143606594, longwave_radiation=252.15255653422435, convective_fraction=0.0, potential_energy=53.96451920368887, potential_evaporation=0.054509917994312096, shortwave_radiation=0.0}"
A20000608_1100,"{temperature=10.464846618991112, total_precipitation=0.008850893226937629, pressure=74458.89890217305, wind_u=0.9518775713062928, wind_v=5.1565980064610555, longwave_radiation=252.15315542424847, convective_fraction=0.0, potential_energy=27.05236899798439, potential_evaporation=0.054509917994312096, shortwave_radiation=0.0}"
A20000608_1200,"{temperature=10.241250517712704, total_precipitation=0.01836665654250767, pressure=74418.35997073202, wind_u=1.4343896512687422, wind_v=5.2853300936024565, longwave_radiation=236.5343844051138, convective_fraction=0.0, potential_energy=0.13812828229836827, potential_evaporation=0.054509917994312096, shortwave_radiation=41.16506590827516}"
A20000608_1300,"{temperature=11.794697517740314, total_precipitation=0.04658256619819423, pressure=74369.73886324103, wind_u=1.571285860231384, wind_v=5.504460336306158, longwave_radiation=236.53056906977383, convective_fraction=0.44584814037606674, potential_energy=2.94762172460447, potential_evaporation=0.19678858547091144, shortwave_radiation=181.4909600187758}"
A20000608_1400,"{temperature=13.347327222022836, total_precipitation=0.013405461523593893, pressure=74321.1687290499, wind_u=1.7080589226054075, wind_v=5.723288510920287, longwave_radiation=236.527115443024, convective_fraction=0.3300325399674187, potential_energy=5.75736168097855, potential_evaporation=0.19678858547091144, shortwave_radiation=325.0405357152719}"
A20000608_1500,"{temperature=14.900835519231324, total_precipitation=3.942899743214514E-5, pressure=74272.56679018146, wind_u=1.844686749316619, wind_v=5.942085208603696, longwave_radiation=272.6288524725959, convective_fraction=0.05434512797857361, potential_energy=8.568488831211864, potential_evaporation=0.19678858547091144, shortwave_radiation=440.3026540850983}"
A20000608_1600,"{temperature=15.708067206008257, total_precipitation=0.056759753706822805, pressure=74245.38014495956, wind_u=2.0353764806582553, wind_v=7.317741116050473, longwave_radiation=272.6270643620399, convective_fraction=0.12254819835988624, potential_energy=6.474486125300279, potential_evaporation=0.5521587486539473, shortwave_radiation=582.9883176408873}"
A20000608_1700,"{temperature=16.515603445895614, total_precipitation=0.009197371400171196, pressure=74218.13321699758, wind_u=2.2256412734351274, wind_v=8.693174476074773, longwave_radiation=272.6246213104343, convective_fraction=0.10653852058425606, potential_energy=4.379047629566229, potential_evaporation=0.5521587486539473, shortwave_radiation=714.2866265565895}"
A20000608_1800,"{temperature=17.3225788994119, total_precipitation=0.03064265952453268, pressure=74190.92204765722, wind_u=2.4170414446254536, wind_v=10.068545434464479, longwave_radiation=307.41178369274104, convective_fraction=0.10757574067426903, potential_energy=2.2871151116878816, potential_evaporation=0.5521587486539473, shortwave_radiation=710.5652336195715}"
A20000608_1900,"{temperature=17.608944694480524, total_precipitation=0.02391132893392606, pressure=74100.10101085126, wind_u=2.404451776789908, wind_v=9.990875003451418, longwave_radiation=307.4085440538975, convective_fraction=0.0, potential_energy=26.667718695640165, potential_evaporation=0.8633202556810341, shortwave_radiation=721.3098756385125}"
A20000608_2000,"{temperature=17.895428942209495, total_precipitation=0.002411132893392606, pressure=74009.27151144492, wind_u=2.3909514868708066, wind_v=9.913808984730933, longwave_radiation=307.40593643868897, convective_fraction=0.0, potential_energy=51.046168153077296, potential_evaporation=0.8633202556810341, shortwave_radiation=697.3205542148715}"
A20000608_2100,"{temperature=18.18219703454181, total_precipitation=0.017518115801971452, pressure=73918.45381450703, wind_u=2.3776555208879815, wind_v=9.83637711571914, longwave_radiation=322.0499541651712, convective_fraction=0.0, potential_energy=75.42717994312065, potential_evaporation=0.8633202556810341, shortwave_radiation=517.4400139161168}"
A20000608_2200,"{temperature=17.97789215009528, total_precipitation=0.11264124582378442, pressure=73942.56700444543, wind_u=2.826639975702018, wind_v=9.382823259795122, longwave_radiation=322.0509738520586, convective_fraction=0.012809868293895138, potential_energy=78.75178175994704, potential_evaporation=0.61566138001491, shortwave_radiation=455.2542267719581}"
A20000608_2300,"{temperature=17.77408605700536, total_precipitation=0.1744154954855455, pressure=73966.64492641581, wind_u=3.275333959190437, wind_v=8.929393654913444, longwave_radiation=322.0517958417319, convective_fraction=0.0058412071679045776, potential_energy=82.076775878731, potential_evaporation=0.61566138001491, shortwave_radiation=372.7558188695918}"
A20000609_0000,"{temperature=17.570455311041815, total_precipitation=0.09024651406797916, pressure=73990.69181765466, wind_u=3.7241030455311064, wind_v=8.47541955435293, longwave_radiation=291.74591241682094, convective_fraction=0.0, potential_energy=85.3979865808874, potential_evaporation=0.61566138001491, shortwave_radiation=363.61036021757735}"
A20000609_0100,"{temperature=15.94304000883567, total_precipitation=0.23743572907750513, pressure=74036.70064472489, wind_u=3.1656937349863323, wind_v=6.734043681144216, longwave_radiation=291.7512933152941, convective_fraction=0.4377962724687304, potential_energy=111.06529464063841, potential_evaporation=0.2334463622055941, shortwave_radiation=232.55459546621745}"
A20000609_0200,"{temperature=14.31529723610463, total_precipitation=0.04995663914736174, pressure=74082.66644365911, wind_u=2.606990087527958, wind_v=4.992900019327942, longwave_radiation=291.75614600878055, convective_fraction=0.34516943424358754, potential_energy=136.74060778087647, potential_evaporation=0.2334463622055941, shortwave_radiation=112.19131479691863}"
A20000609_0300,"{temperature=12.68797829748463, total_precipitation=0.0047982549631388595, pressure=74128.69428776544, wind_u=2.0482345307452308, wind_v=3.2511041775961576, longwave_radiation=273.8339100422454, convective_fraction=0.22494470828616397, potential_energy=162.40986674766012, potential_evaporation=0.2334463622055941, shortwave_radiation=0.29902984786150155}"
A20000609_0400,"{temperature=11.867711848027195, total_precipitation=0.022039456608774897, pressure=74087.30363779444, wind_u=1.9644064941878128, wind_v=2.6653670928017243, longwave_radiation=273.83667835546845, convective_fraction=0.36911457602783243, potential_energy=162.57540933815613, potential_evaporation=0.024160537868956576, shortwave_radiation=0.0}"
A20000609_0500,"{temperature=11.046864732031949, total_precipitation=8.409310544771796E-4, pressure=74045.88441532983, wind_u=1.8806455531932509, wind_v=2.080196868873735, longwave_radiation=273.8389659552145, convective_fraction=0.07005687936604359, potential_energy=162.74464698898328, potential_evaporation=0.024160537868956576, shortwave_radiation=0.0}"
A20000609_0600,"{temperature=10.226699892315784, total_precipitation=0.01623871662478947, pressure=74004.44161940528, wind_u=1.7967172874616901, wind_v=1.4948742303338218, longwave_radiation=268.40999834331956, convective_fraction=0.33531952674158555, potential_energy=162.9202710329403, potential_evaporation=0.024160537868956576, shortwave_radiation=0.0}"
A20000609_0700,"{temperature=9.60623905900546, total_precipitation=0.019946599663141627, pressure=74041.95554601435, wind_u=1.9082662837893816, wind_v=1.6974950989866637, longwave_radiation=268.41195018913777, convective_fraction=0.24218313223072047, potential_energy=172.7367616312781, potential_evaporation=0.013882577242731321, shortwave_radiation=0.0}"
A20000609_0800,"{temperature=8.985398017505618, total_precipitation=0.021161211585719375, pressure=74079.44405941963, wind_u=2.0205155037689484, wind_v=1.9005353839357215, longwave_radiation=268.4134701935556, convective_fraction=0.5892697407294916, potential_energy=182.558230223376, potential_evaporation=0.013882577242731321, shortwave_radiation=0.0}"
A20000609_0900,"{temperature=8.363968984912155, total_precipitation=0.013321810199630012, pressure=74116.91956677807, wind_u=2.132046828837287, wind_v=2.103564900461109, longwave_radiation=262.4551434409258, convective_fraction=0.27361401551757464, potential_energy=192.37523152110904, potential_evaporation=0.013882577242731321, shortwave_radiation=0.0}"
A20000609_1000,"{temperature=7.711002015628041, total_precipitation=0.0039591241682083, pressure=74100.85124112989, wind_u=2.000114863185798, wind_v=1.9970723693293213, longwave_radiation=262.45688047049754, convective_fraction=0.23211319269956113, potential_energy=169.26051920368897, potential_evaporation=0.008731305740398158, shortwave_radiation=0.0}"
A20000609_1100,"{temperature=7.057232093397118, total_precipitation=0.02987295468978656, pressure=74084.7526661513, wind_u=1.867693624540962, wind_v=1.8907863710412243, longwave_radiation=262.45934257392946, convective_fraction=0.4168128834525227, potential_energy=146.14390810945147, potential_evaporation=0.008731305740398158, shortwave_radiation=0.0}"
A20000609_1200,"{temperature=6.403230527100556, total_precipitation=0.01701360134743353, pressure=74068.64638650363, wind_u=1.7361951569704845, wind_v=1.783820029268024, longwave_radiation=247.72947704116856, convective_fraction=0.46461044813209323, potential_energy=123.02602998591829, potential_evaporation=0.008731305740398158, shortwave_radiation=39.692969599911656}"
A20000609_1300,"{temperature=7.834914121174126, total_precipitation=0.0011135102300024854, pressure=74039.2805999945, wind_u=1.2571825385868525, wind_v=1.8625860783609922, longwave_radiation=247.72380567136995, convective_fraction=0.1554419195405473, potential_energy=181.75746770853473, potential_evaporation=0.13153564624347688, shortwave_radiation=173.28964571886144}"
A20000609_1400,"{temperature=9.26687176537437, total_precipitation=0.0214083772813872, pressure=74009.92607780879, wind_u=0.7783231631554249, wind_v=1.941504818179309, longwave_radiation=247.7186302012868, convective_fraction=0.2916245685727698, potential_energy=240.48848308805256, potential_evaporation=0.13153564624347688, shortwave_radiation=309.97586848717464}"
A20000609_1500,"{temperature=10.697438219620645, total_precipitation=0.13268500427975818, pressure=73980.56771488526, wind_u=0.29955435292818294, wind_v=2.020193279399176, longwave_radiation=263.48515172432843, convective_fraction=0.32175110583427685, potential_energy=299.21545528343046, potential_evaporation=0.13153564624347688, shortwave_radiation=480.96537380235816}"
A20000609_1600,"{temperature=11.704416986498078, total_precipitation=0.04834335256923546, pressure=73965.64669271339, wind_u=1.331219593008808, wind_v=2.695443576221113, longwave_radiation=263.4821572742085, convective_fraction=0.4456897120136955, potential_energy=314.26579650440385, potential_evaporation=0.4970019686887379, shortwave_radiation=636.7735956318862}"
A20000609_1700,"{temperature=12.710174779799566, total_precipitation=0.08864614959825498, pressure=73950.76044150541, wind_u=2.3621741171273167, wind_v=3.3705765248364026, longwave_radiation=263.4787908993014, convective_fraction=0.48915596266946504, potential_energy=329.31584084822055, potential_evaporation=0.4970019686887379, shortwave_radiation=780.0605430875006}"
A20000609_1800,"{temperature=13.71723886572607, total_precipitation=0.09877334400971928, pressure=73935.81512300858, wind_u=3.3938517823121748, wind_v=4.045847806278819, longwave_radiation=296.66730789408297, convective_fraction=0.6879555319325182, potential_energy=344.36487174531334, potential_evaporation=0.4970019686887379, shortwave_radiation=678.7250417207391}"
A20000609_1900,"{temperature=13.502064354489972, total_precipitation=0.09893592511803857, pressure=73958.6546610708, wind_u=4.507535135433637, wind_v=4.141306016511585, longwave_radiation=296.66954910677316, convective_fraction=0.49444843305629976, potential_energy=329.1622219399733, potential_evaporation=0.6722868183449767, shortwave_radiation=689.4698951045093}"
A20000609_2000,"{temperature=13.287281111080457, total_precipitation=0.6696501421984152, pressure=73981.52452108126, wind_u=5.620837175911867, wind_v=4.236783278570842, longwave_radiation=296.6713322472873, convective_fraction=0.8172095231521114, potential_energy=313.960362039926, potential_evaporation=0.6722868183449767, shortwave_radiation=666.855777314521}"
A20000609_2100,"{temperature=13.072869922964378, total_precipitation=0.9620470497280289, pressure=74004.33180909521, wind_u=6.734758538807743, wind_v=4.331854101664964, longwave_radiation=284.85617748571144, convective_fraction=0.5760399508518103, potential_energy=298.75710522682755, potential_evaporation=0.6722868183449767, shortwave_radiation=649.2659458817685}"
A20000609_2200,"{temperature=12.359583897064942, total_precipitation=1.097486649915786, pressure=74082.17095203909, wind_u=6.896848993566559, wind_v=3.601854377778394, longwave_radiation=284.8591793908938, convective_fraction=0.7928554490984903, potential_energy=222.4653341800813, potential_evaporation=0.5748888367341306, shortwave_radiation=571.3626625065581}"
A20000609_2300,"{temperature=11.646199298671918, total_precipitation=0.5115917939089376, pressure=74160.04535301105, wind_u=7.059309164204656, wind_v=2.8706759256702656, longwave_radiation=284.8619057348759, convective_fraction=0.865404398486899, potential_energy=146.17126940387118, potential_evaporation=0.5748888367341306, shortwave_radiation=468.32652591324523}"
A20000610_0000,"{temperature=10.933152387000598, total_precipitation=0.17642882624182013, pressure=74237.85841510889, wind_u=7.22143496148218, wind_v=2.1397147748295002, longwave_radiation=273.54419443907557, convective_fraction=0.7057480630643073, potential_energy=69.87917143882704, potential_evaporation=0.5748888367341306, shortwave_radiation=354.2758890024024}"
