new_site_id,site_id,lat_wgs84,lon_wgs84,site_name,country,continent,DO_index,DO_ts_availability,DO_ts_continuity,DO_nobs_1950,DO_nobs,DO_min,DO_max,DO_mean,DO_median,DO_std,DO_iqr,DO_tstart,DO_tend,DO_tyear,DO_tdata,DO_tgap,DO_pct_min,DO_pct_max,DO_pct_mean,DO_pct_median,DO_pct_std,DO_pct_iqr,WT_index,WT_ts_availability,WT_ts_continuity,WT_nobs_1950,WT_nobs,WT_min,WT_max,WT_mean,WT_median,WT_std,WT_iqr,WT_tstart,WT_tend,WT_tyear,WT_tdata,WT_tgap,WT_pct_min,WT_pct_max,WT_pct_mean,WT_pct_median,WT_pct_std,WT_pct_iqr
g2105,USGS-02297330,27.08838815,-81.9939755,PEACE RIVER AT FT. OGDEN FL,United States,North America,DO_16370,0.26,0.13,527,527,3.6,10.07142857,6.420113852,6.32,1.475186417,1.914285714,1984,2000,17,7,10,0.0191,0.369,0.206,0.249,0.153,0.268,WT_18423,1,1,89,89,1,28,7.112359551,5.5,5.579361731,4.5,1996,2000,5,5,0,0.0273,0.0656,0.0486,0.0601,0.0196,0.0355
g2106,USGS-02297460,26.98755887,-81.9942538,PEACE RIVER AT HARBOUR HEIGHTS FL,United States,North America,DO_16373,1,0.53,1115,1115,2.3625,9.775,5.876143498,5.7375,1.559925722,2.417857143,1996,2000,5,5,0,0.232,0.863,0.609,0.738,0.274,0.393,WT_18424,1,0.81,92,92,1.5,65,18.93478261,15.5,13.24187858,12.5,1996,2000,5,5,0,0.0273,0.0656,0.0503,0.0601,0.0187,0.0328
g2107,USGS-02307671,27.97529783,-82.7273228,ALLIGATOR CR BELOW US HWY 19 AT CLEARWATER FL,United States,North America,DO_16509,0.26,0.04,74,74,2.6,10.6,6.337837838,6.1,1.554111005,2.275,1982,2003,22,12,10,0.00546,0.0355,0.0168,0.0123,0.0107,0.0198,WT_18465,0.26,0.04,171,171,1,308,55.80116959,25,60.23253177,105.3333333,1982,2003,22,12,10,0.00546,0.164,0.0389,0.0232,0.0449,0.0369
g2108,USGS-02308935,27.81419235,-82.6956554,SAINT JOE CREEK AT PINELLAS PARK FL,United States,North America,DO_16522,0.21,0.04,52,52,1.1,11.9,5.234615385,4.8,2.173718655,2.625,1984,2003,20,12,8,0.00273,0.0355,0.0118,0.0082,0.0102,0.00615,WT_18474,0.28,0.04,156,156,1,584,74.6474359,21.66666667,113.1526315,98.78571429,1984,2003,20,12,8,0.00273,0.0929,0.0355,0.0328,0.0284,0.041
g2109,USGS-02314500,30.68055556,-82.5605556,"SUWANNEE RIVER AT US 441, AT FARGO, GA",United States,North America,DO_18125,0.84,0.24,852,852,1.5,13.1,6.837910798,6.5,1.929599814,2.7,1968,2020,53,52,1,0.0109,0.082,0.0448,0.0328,0.0248,0.0444,WT_18846,0.56,0.05,346,346,0.3,140,5.494797688,3,9.537916802,4,1969,2020,52,47,5,0.00273,0.0355,0.0201,0.0219,0.00891,0.0137
g2110,USGS-02317718,31.44268615,-83.4757184,"NEW RIVER AT US 82, NEAR TIFTON, GA",United States,North America,DO_18161,0.67,0.21,213,213,0.7,13.7,7.309859155,7.5,2.129387032,2.4,1979,2003,25,19,6,0.00546,0.0546,0.0306,0.0328,0.0124,0.00273,WT_18878,0.56,0.09,165,165,1,400,11.0969697,6,32.93512178,6,1979,2003,25,18,7,0.00546,0.0328,0.025,0.0273,0.00774,0.00956
g2111,USGS-02318940,30.6749261,-83.3945963,"WITHLACOOCHEE R (COUNTY RD) NR CLYATTVILLE, GA",United States,North America,DO_18214,0.95,0.62,546,546,3.4,15.9,7.580952381,7.3,2.100590526,2.9,2000,2020,21,21,0,0.0355,0.0956,0.071,0.0765,0.0141,0.0219,WT_18919,0.68,0.13,168,168,0.2,70,6.0375,4.05,7.847541951,4.15,2000,2020,21,20,1,0.00273,0.0355,0.023,0.0246,0.0112,0.0184
g2112,USGS-02318960,30.6354848,-83.3112597,"WITHLACHOOCHEE RIVER NR CLYATTVILLE, GA",United States,North America,DO_18215,0.95,0.33,320,320,3.8,13.2,6.5484375,6.1,1.72340901,2.2,1974,1999,26,26,0,0.00546,0.071,0.0336,0.0328,0.0116,0,WT_18920,0.66,0.05,179,179,0.7,56,6.434078212,4,7.066045619,6,1977,1999,23,23,0,0.0137,0.0328,0.0213,0.0219,0.0054,0.0082
g2113,USGS-02327205,31.14213067,-83.8035067,"OCHLOCKONEE RIVER LOWER MEIGS RD, NR MOULTRIE, GA",United States,North America,DO_18221,0.52,0.26,217,217,0.1,11.6,4.81797235,4.5,2.538645662,3.3,1979,2011,33,20,13,0.00273,0.0574,0.0296,0.0328,0.0134,0.0041,WT_18923,0.54,0.04,160,160,0.4,38,6.6525,5,6.618650511,6,1979,2003,25,18,7,0.00546,0.0328,0.0243,0.026,0.00731,0.0082
g2114,USGS-02328200,30.73158369,-84.2365674,"OCHLOCKONEE RIVER NEAR CALVARY, GA",United States,North America,DO_18249,0.94,0.28,853,853,2,13.3,7.326143025,6.9,1.766670103,2.5,1974,2020,47,47,0,0.0109,0.0874,0.0496,0.0355,0.0223,0.0437,WT_18945,0.91,0.18,480,480,1,104,11.15333333,8.2,11.78926077,7,1977,2020,44,44,0,0.0109,0.0355,0.0298,0.0328,0.00506,0.00546
g2115,USGS-02332017,34.44537715,-83.685177,"CHATTAHOOCHEE RIVER BELTON BRIDGE ROAD NR LULA, GA",United States,North America,DO_18306,0.96,0.43,537,537,5.6,13.6,9.39310987,9.3,1.540403917,2.6,2000,2020,21,21,0,0.041,0.0792,0.0699,0.0765,0.0114,0.0191,WT_18959,0.79,0.18,199,199,1,190,15.81959799,7,28.05077049,9.5,2000,2020,21,20,1,0.00546,0.0328,0.0272,0.0301,0.008,0.0082
g2116,USGS-02333105,34.68009185,-83.9374102,"DICKS CREEK ABOVE WATERS CREEK, NEELS GAP, GA",United States,North America,DO_18315,0.89,0.31,635,635,7.1,13.8,9.906456693,9.8,1.1149214,1.7,1991,2020,30,30,0,0.00546,0.0792,0.0578,0.0628,0.0232,0.0287,WT_18961,0.69,0.1,247,247,0.4,120,8.31659919,4,15.16214557,4.95,1991,2020,30,30,0,0.00273,0.0328,0.0225,0.0246,0.00848,0.0157
g2117,USGS-02333970,34.46676199,-83.9685197,"CHESTATEE RIVER AT GA 400, NEAR DAHLONEGA, GA",United States,North America,DO_18325,0.46,0.2,540,540,6.5,13.8,9.545,9.4,1.509215046,2.5,1976,2020,45,24,21,0.00273,0.0792,0.0615,0.0765,0.0247,0.0198,WT_18967,0.77,0.19,194,194,1.1,168,13.41340206,6.8,21.07172616,9.8,2000,2020,21,21,0,0.00273,0.0328,0.0252,0.0301,0.00977,0.0109
g2118,USGS-02334140,34.26593458,-83.8849016,"FLAT CREEK AT MCEVER ROAD, NEAR GAINESVILLE, GA",United States,North America,DO_18327,0.81,0.35,542,542,6.4,14.1,8.596678967,8.3,1.255784414,2,1995,2020,26,22,4,0.0246,0.0792,0.0673,0.0765,0.0149,0.0212,WT_18968,0.67,0.13,205,205,1,680,16.17560976,5,58.94015235,6.4,1995,2020,26,22,4,0.00273,0.0328,0.0255,0.0287,0.00802,0.0082
g2119,USGS-02334480,34.1325,-84.07,"RICHLAND CREEK AT SUWANEE DAM ROAD, NEAR BUFORD,GA",United States,North America,DO_18334,0.16,0.01,215,215,6.9,14.2,9.780930233,9.5,1.570609859,2.35,1976,2020,45,21,24,0.00273,0.0984,0.028,0.0137,0.0304,0.0355,WT_18973,0.26,0.01,179,179,1.2,10000,653.5810056,220,1259.024779,694,1976,2020,45,21,24,0.00273,0.0355,0.0233,0.0219,0.00804,0.0109
g2120,USGS-02334578,34.09638889,-84.0780556,"LEVEL CREEK AT SUWANEE DAM ROAD, NEAR SUWANEE, GA",United States,North America,DO_18338,0.38,0.06,201,201,6.3,14.36666667,9.328358209,9.066666667,1.748472861,2.533333333,2001,2020,20,19,1,0.00546,0.0902,0.0289,0.0137,0.0281,0.0355,WT_18977,0.61,0.04,178,178,1,2700,326.7820225,96.5,501.3762106,420.75,2001,2020,20,20,0,0.0109,0.0355,0.0243,0.0219,0.00632,0.0109
g2121,USGS-02334885,34.0325,-84.08888889,"SUWANEE CREEK AT SUWANEE, GA",United States,North America,DO_18342,0.24,0.03,294,294,4.3,13.9,8.626190476,8.5,1.675323314,2.4,1976,2020,45,26,19,0.00273,0.137,0.0309,0.015,0.0348,0.0307,WT_18981,0.34,0.02,239,239,1,870,126.4912134,38,168.3445094,189.5,1976,2020,45,26,19,0.00273,0.0574,0.0251,0.0219,0.0107,0.0109
g2122,USGS-02335350,33.965,-84.2647222,"CROOKED CREEK NEAR NORCROSS, GA",United States,North America,DO_18348,0.22,0.02,234,234,3.6,16,8.927777778,8.6,1.957979376,2.691666667,1976,2020,45,25,20,0.00273,0.082,0.0256,0.0164,0.0249,0.0301,WT_18986,0.32,0.02,224,224,1,3120,319.0223214,106,455.8712393,460.5,1976,2020,45,26,19,0.00273,0.0546,0.0235,0.0219,0.0101,0.0082
g2123,USGS-02336000,33.85916667,-84.4544444,"CHATTAHOOCHEE RIVER AT ATLANTA, GA",United States,North America,DO_18380,0.18,0.07,239,239,6.3,13.5,9.59832636,9.3,1.285243762,1.6,1974,2009,36,11,25,0.00273,0.164,0.0594,0.0519,0.0563,0.0601,WT_18998,0.94,0.48,121,121,1,497,42.17355372,20,80.9162816,26,1974,1979,6,6,0,0.0328,0.0628,0.0551,0.0587,0.0114,0.00683
g2124,USGS-02336030,33.9058333,-84.225,"N.F. PEACHTREE CREEK AT GRAVES RD, NR DORAVILLE,GA",United States,North America,DO_18382,0.14,0.01,191,191,2.9,13.63333333,9.437172775,9.2,1.737220281,1.933333333,1976,2020,45,20,25,0.00273,0.0984,0.0261,0.0082,0.0276,0.0335,WT_19000,0.26,0.02,173,173,1,1000,141.9595376,64,193.476914,183,1976,2020,45,21,24,0.00273,0.0355,0.0225,0.0219,0.00889,0.0137
g2125,USGS-02336120,33.83149307,-84.342703,"N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA",United States,North America,DO_18394,0.19,0.02,428,428,4.6,13.23333333,8.334345794,7.8,1.865564604,2.591666667,1976,2020,45,19,26,0.00273,0.224,0.0615,0.0492,0.0573,0.0314,WT_19009,0.08,0.01,51,51,2,1100,281.8823529,140,301.3013539,392,1976,2020,45,9,36,0.00273,0.0246,0.0155,0.0164,0.00736,0.0082
g2126,USGS-02336152,33.81044444,-84.2479722,"SOUTH FORK PEACHTREE AT CASA DR, NR CLARKSTON, GA",United States,North America,DO_18399,0.54,0.05,177,177,2.9,12.3,8.205649718,7.8,1.92931092,2.9,2012,2020,9,9,0,0.0437,0.0792,0.0537,0.0519,0.0104,0.00546,WT_19012,0.44,0.04,50,50,1,1500,299.2,120,373.5358901,450.5,2012,2020,9,9,0,0.00546,0.0219,0.0152,0.0164,0.00597,0.0082
g2127,USGS-023362095,33.82138889,-84.2747222,"BURNT FORK CR AT MILLWOOD WAY NEAR CLARKSTON, GA",United States,North America,DO_18406,0.5,0.03,152,152,5.7,12.4,8.804605263,8.4,1.438603941,2.325,2012,2020,9,9,0,0.0137,0.0574,0.0461,0.0492,0.0131,0.00546,WT_19017,0.44,0.04,52,52,2,1100,213.0384615,98.5,236.863323,324.75,2013,2020,8,8,0,0.0137,0.0246,0.0178,0.0178,0.00413,0.00615
g2128,USGS-02336240,33.8030833,-84.3406944,"S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA",United States,North America,DO_18412,0.42,0.04,387,387,4.4,13.66666667,9.011111111,8.7,1.677825156,2.508333333,2003,2020,18,16,2,0.00273,0.208,0.0661,0.0505,0.0579,0.0205,WT_19021,0.5,0.05,48,48,1,1400,192.5833333,115,266.8191541,231.25,2013,2020,8,8,0,0.00546,0.0219,0.0164,0.0191,0.00584,0.00683
g2129,USGS-02336340,33.89775,-84.34525,"NANCY CREEK AT JOHNSON FERRY RD, AT CHAMBLEE, GA",United States,North America,DO_18438,0.1,0.01,156,156,5.9,12.5,8.603846154,8.45,1.563036112,2.8,1976,2020,45,10,35,0.00273,0.0601,0.0426,0.0492,0.019,0.00888,WT_19037,0.08,0.01,52,52,2,1000,143.7115385,84.5,192.4974496,166.5,1976,2020,45,10,35,0.00273,0.0219,0.0142,0.0164,0.00726,0.00956
g2130,USGS-02336502,33.8089945,-84.4952088,"CHATTAHOOCHEE RIVER AT I-285, NEAR ATLANTA, GA",United States,North America,DO_18451,0.92,0.42,231,231,4.8,13.4,8.954978355,8.9,1.354282164,2,1975,1995,21,21,0,0.0082,0.0546,0.0301,0.0328,0.00914,0.00546,WT_19044,0.91,0.31,219,219,1,1110,50.96803653,23,106.5331554,32,1975,1995,21,21,0,0.0082,0.0328,0.0285,0.0328,0.00736,0.00273
g2131,USGS-02337170,33.65666667,-84.6736111,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA",United States,North America,DO_18503,0.61,0.3,528,528,0.3,13,7.397348485,7.44,1.987802845,2.753125,1968,2009,42,34,8,0.00273,0.175,0.0424,0.0328,0.0368,0.00751,WT_19069,0.82,0.25,407,407,2,640,57.91400491,37,72.81368339,44,1969,1999,31,30,1,0.00546,0.115,0.0371,0.0314,0.027,0.00546
g2132,USGS-02337410,33.65380556,-84.8210278,"DOG RIVER AT GA 5, NEAR FAIRPLAY, GA",United States,North America,DO_18511,0.61,0.05,670,670,7.4,12.8,9.860447761,10,1.31871383,2.125,2007,2020,14,14,0,0.041,0.464,0.131,0.0642,0.129,0.115,WT_19075,0.39,0.03,69,69,2,1420,190.4782609,78,267.0536605,170,2007,2020,14,14,0,0.00546,0.0191,0.0135,0.0137,0.00435,0.00546
g2133,USGS-02337438,33.6223326,-84.7929922,"DOG RIVER AT GA 166, NEAR FAIRPLAY, GA",United States,North America,DO_18512,0.86,0.22,55,55,7,13.7,9.547272727,9.2,1.554635189,2.05,1974,1979,6,6,0,0.0137,0.0355,0.025,0.0287,0.00921,0.013,WT_19076,0.76,0.22,46,46,1,180,22.06521739,9,40.48053149,9.25,1974,1979,6,6,0,0.0109,0.0301,0.0209,0.0219,0.00766,0.0116
g2134,USGS-02337445,33.57788907,-84.8085479,"CHATTAHOOCHEE RIVER AT CAPPS FERRY RD, NR RICO, GA",United States,North America,DO_18513,0.25,0.08,109,109,4.2,12.4,7.110091743,7.3,1.934312962,3.2,1976,2000,25,10,15,0.0082,0.0546,0.0298,0.0301,0.0155,0.013,WT_19077,0.54,0.36,70,70,2,303,55.48571429,28.5,69.81232457,36.5,1990,2000,11,7,4,0.0082,0.0328,0.0273,0.0328,0.00985,0.00683
g2135,USGS-02338000,33.4770577,-84.9007722,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",United States,North America,DO_18521,0.79,0.12,682,682,1.8,13.2,7.77888563,7.7,1.798042154,2.5,1968,2020,53,49,4,0.00546,0.0984,0.038,0.0328,0.0185,0.0219,WT_19082,0.65,0.19,250,250,2,850,58.036,36,78.15838815,52.75,1969,2000,32,26,6,0.00546,0.0328,0.0263,0.0328,0.0103,0.00546
g2136,USGS-02338500,33.2779722,-85.1009167,"CHATTAHOOCHEE RIVER AT GA 100, AT FRANKLIN, GA",United States,North America,DO_18529,0.92,0.28,875,875,4.1,14.5,8.3384,8.1,1.656419073,2.6,1975,2020,46,46,0,0.00546,0.0874,0.052,0.0546,0.022,0.0437,WT_19087,0.91,0.26,519,519,1,480,45.95260116,23,62.80988773,41.5,1975,2020,46,46,0,0.00546,0.0574,0.0308,0.0328,0.00875,0
g2137,USGS-02338660,33.2357222,-84.9875556,"NEW RIVER AT GA 100, NEAR CORINTH, GA",United States,North America,DO_18538,0.97,0.5,617,617,3.4,13.3,8.248784441,8,1.729997742,2.5,1995,2020,26,26,0,0.0246,0.0792,0.0648,0.0751,0.0156,0.0212,WT_19091,0.92,0.46,287,287,1,310,16.46759582,11,24.38827879,11,1995,2020,26,26,0,0.0082,0.0355,0.0302,0.0328,0.00591,0.00273
g2138,USGS-02338840,33.13980556,-84.97538889,"YELLOWJACKET CREEK-HAMMETT RD, BLW HOGANSVILLE, GA",United States,North America,DO_18540,0.56,0.29,629,629,4.4,12.8,8.724642289,8.5,1.461732157,2.3,1976,2020,45,27,18,0.00273,0.104,0.0637,0.0738,0.0208,0.0219,WT_19093,0.52,0.24,281,281,1,280,17.1,10,23.60073849,14.8,1976,2020,45,27,18,0.00273,0.0355,0.0284,0.0328,0.00828,0.00546
g2139,USGS-02339500,32.88663889,-85.1815833,"CHATTAHOOCHEE RIVER AT WEST POINT, GA",United States,North America,DO_18546,0.72,0.18,334,334,1.8,15,7.39760479,7.55,2.397338416,3.5875,1968,2000,33,29,4,0.0137,0.0792,0.0315,0.0328,0.0156,0.0109,WT_19099,0.13,0.03,58,58,0.5,97,15.25,9,18.18382016,12.875,1969,2000,32,10,22,0.00273,0.0383,0.0158,0.0123,0.012,0.015
g2140,USGS-02342881,32.1423755,-85.0463196,"CHATTAHOOCHEE RIVER AT SPUR 39, NEAR OMAHA, GA",United States,North America,DO_18568,0.96,0.54,592,592,3.9,13.8,8.453885135,8.4,1.778783622,2.8,1997,2020,24,24,0,0.0355,0.0847,0.0674,0.0751,0.0132,0.0219,WT_19112,0.67,0.48,168,168,2,130,10.18214286,5.95,15.13817129,4.6,2000,2020,21,16,5,0.00273,0.0355,0.0287,0.0328,0.00892,0.00205
g2141,USGS-02344040,30.97768588,-85.0052062,"CHATTAHOOCHEE RIVER NEAR STEAM MILL, GA",United States,North America,DO_18577,0.94,0.28,857,857,4.5,14.7,8.795332555,8.7,1.891933297,2.8,1974,2020,47,47,0,0.0082,0.0874,0.0498,0.0355,0.0222,0.0437,WT_19119,0.91,0.19,484,484,1,160,10.84834711,7,15.90972649,8,1977,2020,44,44,0,0.0082,0.0355,0.0301,0.0328,0.00524,0.00273
g2142,USGS-02344180,33.53733428,-84.3763136,"FLINT RIVER AT GA 138, NEAR JONESBORO, GA",United States,North America,DO_18578,0.79,0.33,251,251,2.3,11.3,6.405976096,6.2,2.090493756,3.2,1975,2000,26,22,4,0.0082,0.0546,0.0312,0.0328,0.00829,0.00205,WT_19120,0.77,0.22,237,237,1,364,22.54008439,12,40.04736968,13,1975,2000,26,22,4,0.0082,0.0328,0.0294,0.0328,0.00715,0.00273
g2143,USGS-02344190,33.4870578,-84.3954804,"FLINT RIVER AT GA 54, NEAR FAYETTEVILLE, GA",United States,North America,DO_18579,0.79,0.33,251,251,1.3,11.2,6.063346614,6,2.400035657,3.3,1975,2000,26,22,4,0.0082,0.0546,0.0312,0.0328,0.00829,0.00205,WT_19121,0.77,0.11,238,238,1,113,16.78991597,12,15.49077523,13,1975,2000,26,22,4,0.0082,0.0328,0.0296,0.0328,0.00635,0.00273
g2144,USGS-02344380,33.38567064,-84.3899248,"FLINT RIVER AT HILL'S BRIDGE RD, NEAR INMAN, GA",United States,North America,DO_18585,0.78,0.18,250,250,2.5,12.8,7.3308,7.1,1.98187352,2.675,1975,2000,26,22,4,0.0082,0.0546,0.031,0.0328,0.00833,0.00273,WT_19124,0.71,0.08,220,220,1,269,11.44545455,8,19.25078964,8,1975,2000,26,22,4,0.0082,0.0328,0.0273,0.0301,0.00659,0.00273
g2145,USGS-02344400,33.30928314,-84.3932582,"FLINT RIVER AT GA 92, ABOVE GRIFFIN, GA",United States,North America,DO_18586,0.92,0.28,816,816,3,12.7,7.617647059,7.4,1.738734425,2.7,1975,2020,46,45,1,0.0082,0.0847,0.0495,0.041,0.0214,0.0437,WT_19125,0.88,0.2,485,485,1,150,11.44927835,9,11.35662622,7,1975,2020,46,45,1,0.0082,0.0355,0.0294,0.0301,0.00564,0.00273
g2146,USGS-02349500,32.29821336,-84.0437965,"FLINT RIVER AT MONTEZUMA, GA",United States,North America,DO_18642,0.7,0.15,308,308,5.4,15,8.684415584,8.4,1.637891306,2.3,1968,2002,35,33,2,0.00273,0.0574,0.0255,0.0301,0.0136,0.0191,WT_19154,0.69,0.13,252,252,1,200,21.48412698,15.5,21.29333514,14.25,1969,2000,32,28,4,0.00273,0.0328,0.0246,0.0301,0.0106,0.0191
g2147,USGS-02349605,32.29305556,-84.0436111,"FLINT RIVER AT GA 26, NEAR MONTEZUMA, GA",United States,North America,DO_18644,0.96,0.62,542,542,5.4,15.9,8.543726937,8.2,1.649451638,2.3,2000,2020,21,21,0,0.0355,0.0902,0.0705,0.0765,0.013,0.0191,WT_19156,0.8,0.34,202,202,2,160,25.16138614,20,21.07304742,17.75,2000,2020,21,18,3,0.0137,0.0328,0.0307,0.0328,0.00483,0.00205
g2148,USGS-02352560,31.55239685,-84.1460184,"FLINT RIVER AT GA 234, AT ALBANY, GA",United States,North America,DO_18688,0.97,0.62,542,542,5.4,18.4,8.558487085,8.2,1.932969118,2.9,2000,2020,21,21,0,0.0355,0.0902,0.0705,0.0765,0.0131,0.0191,WT_19177,0.65,0.39,163,163,1.2,64,6.978527607,5.2,6.93268108,3.85,2000,2020,21,17,4,0.00273,0.0328,0.0262,0.0328,0.0103,0.0082
g2149,USGS-02352790,31.44434377,-84.137684,"FLINT RIVER (PUTNEY INTAKE) NEAR PUTNEY, GA",United States,North America,DO_18691,0.86,0.15,287,287,4.2,12.8,8.251567944,7.9,1.827467959,2.85,1974,1999,26,26,0,0.0082,0.0574,0.0302,0.0328,0.0115,0.00478,WT_19179,0.73,0.14,146,146,1,50,6.773972603,5,6.527153414,5,1977,1994,18,18,0,0.00546,0.0328,0.0222,0.0246,0.00848,0.0102
g2150,USGS-02353000,31.30694444,-84.33888889,"FLINT RIVER AT NEWTON, GA",United States,North America,DO_18693,0.6,0.24,696,696,2.3,15.2,8.165948276,7.8,1.690869673,2.5,1968,2020,53,47,6,0.00273,0.0874,0.0405,0.0246,0.0295,0.0601,WT_19181,0.4,0.11,251,251,1,26,6.31314741,5,4.586609473,4.9,1969,2020,52,26,26,0.00273,0.0355,0.0264,0.0301,0.00921,0.0102
g2151,USGS-02356000,30.91157714,-84.5799144,"FLINT RIVER AT BAINBRIDGE, GA",United States,North America,DO_18720,0.42,0.24,571,571,4.8,14.8,8.326269702,8,1.424464168,1.9,1968,2020,53,27,26,0.0082,0.0874,0.0578,0.0738,0.0269,0.0342,WT_19189,0.3,0.1,188,188,1,210,10.28351064,6,18.67206998,6.225,1969,2020,52,22,30,0.00273,0.0355,0.0233,0.0287,0.0111,0.0212
g2152,USGS-02356015,30.8929663,-84.6104709,"FLINT R 0.8 MI BL STATE DOCKS AT BAINBRIDGE, GA",United States,North America,DO_18721,0.91,0.33,306,306,4.3,12.3,8.159477124,8.1,1.477922242,2.075,1974,1999,26,26,0,0.00546,0.0574,0.0322,0.0328,0.01,0.00273,WT_19190,0.82,0.19,166,166,1,35,6.457831325,5,5.427876877,5,1983,1999,17,17,0,0.00546,0.0328,0.0267,0.0301,0.00872,0.00546
g2153,USGS-02380500,34.67508566,-84.5085398,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",United States,North America,DO_18745,0.41,0.15,555,555,6,14.2,9.593153153,9.5,1.570241067,2.45,1968,2020,53,26,27,0.00546,0.082,0.0583,0.0765,0.026,0.0219,WT_19200,0.38,0.12,238,238,1,376,21.2394958,10,42.47185957,11,1969,2020,52,25,27,0.00273,0.0355,0.026,0.0328,0.0103,0.0109
g2154,USGS-02381090,34.70338889,-84.5395278,"MOUNTAINTOWN CREEK AT GA 282, NEAR ELLIJAY, GA",United States,North America,DO_18746,0.9,0.4,501,501,7.6,14.8,10.10538922,10,1.285795823,2,2001,2020,20,19,1,0.0546,0.082,0.072,0.0765,0.00956,0.0082,WT_19201,0.72,0.25,173,173,1.6,506,15.58092486,8.1,40.56615807,9.1,2001,2020,20,18,2,0.00546,0.0355,0.0263,0.0314,0.00904,0.0109
g2155,USGS-02384748,34.788969,-84.874942,"CONASAUGA RIVER (DALTON INTAKE) NEAR DALTON, GA",United States,North America,DO_18776,0.74,0.23,185,185,5.5,13.2,8.762702703,8.6,1.858518357,3.1,1974,1995,22,19,3,0.00546,0.0328,0.0266,0.0328,0.00924,0.0109,WT_19223,0.73,0.13,182,182,1,555,29.64835165,20,49.75994831,18.75,1974,1995,22,19,3,0.00546,0.0328,0.0262,0.0301,0.0088,0.0082
g2156,USGS-02384750,34.78341357,-84.8729975,"CONASAUGA RIVER AT US 76, NEAR DALTON, GA",United States,North America,DO_18777,0.92,0.26,687,687,4.3,15.6,8.763318777,8.4,1.75548106,2.8,1990,2020,31,31,0,0.00546,0.115,0.0605,0.0601,0.0235,0.026,WT_19224,0.77,0.2,290,290,1.1,110,18.05068966,14,16.12875796,15.175,1990,2020,31,29,2,0.00546,0.0328,0.0273,0.0328,0.00793,0.0082
g2157,USGS-02387000,34.66691667,-84.9279167,"CONASAUGA RIVER AT TILTON, GA",United States,North America,DO_18787,0.9,0.2,948,948,0.7,16.5,8.264451477,7.9,2.306457269,3.3,1968,2020,53,53,0,0.0109,0.12,0.0489,0.0328,0.026,0.0464,WT_19234,0.81,0.12,509,509,1,490,30.62416503,23,35.88576563,23,1969,2020,52,48,4,0.00546,0.0328,0.029,0.0328,0.00699,0.00273
g2158,USGS-02387500,34.5771111,-84.9418528,"OOSTANAULA RIVER AT RESACA, GA",United States,North America,DO_18790,0.51,0.23,257,257,4,14.8,8.326459144,8,1.847295402,2.5,1969,2005,37,24,13,0.00546,0.0874,0.0293,0.0328,0.0172,0.0137,WT_19237,0.08,0.03,42,42,6,107,31.33333333,24,22.63029123,22.75,1969,2005,37,10,27,0.00273,0.0328,0.0115,0.0082,0.0105,0.013
g2159,USGS-02388520,34.2692599,-85.1727284,"OOSTANAULA RIVER AT ROME, GA",United States,North America,DO_18811,0.94,0.19,890,890,3.7,14.6,8.496067416,8.2,1.789794603,2.8,1974,2020,47,47,0,0.0109,0.137,0.0517,0.0492,0.0253,0.0437,WT_19257,0.92,0.11,527,527,1,394,32.84288425,23,35.28243003,21,1974,2020,47,47,0,0.0109,0.0355,0.0306,0.0328,0.00503,0.00273
g2160,USGS-02392000,34.23992866,-84.4946733,"ETOWAH RIVER AT CANTON, GA",United States,North America,DO_18820,0.62,0.17,697,697,5.6,14,9.143615495,9,1.706939054,2.8,1968,2020,53,49,4,0.00546,0.082,0.0389,0.0219,0.0293,0.0656,WT_19264,0.36,0.12,222,222,2,675,32.74369369,12,69.03949968,23.7,1969,2020,52,26,26,0.00273,0.0355,0.0233,0.0287,0.0111,0.0164
g2161,USGS-02392360,34.2634282,-84.5954872,"SHOAL CREEK AT GA 108, NEAR WALESKA, GA",United States,North America,DO_18821,0.96,0.43,545,545,5.7,13.8,9.337247706,9.3,1.74632696,2.8,2000,2020,21,21,0,0.0546,0.082,0.0709,0.0765,0.01,0.0191,WT_19265,0.73,0.3,185,185,1,362,14.87405405,6,37.8388973,9.5,2000,2020,21,19,2,0.00546,0.0355,0.0266,0.0328,0.0091,0.0123
g2162,USGS-02392780,34.1223201,-84.50437489,"LITTLE RIVER AT GA 5, NEAR WOODSTOCK, GA",United States,North America,DO_18823,0.84,0.36,558,558,5.5,13.2,8.77437276,8.6,1.531549438,2.5,1996,2020,25,22,3,0.0328,0.082,0.0693,0.0765,0.0126,0.0191,WT_19266,0.79,0.25,243,243,1.7,380,30.38106996,14,49.44001679,21,1996,2020,25,22,3,0.0164,0.0355,0.0302,0.0328,0.00458,0.00273
